@RELATION LRtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE class {breathing,non_breathing}

@DATA
0.076679,0.019619,0.000000,0.168115,0.192893,0.658111,0.038978,0.115861,-28.012617,3.086991,0.229812,0.461429,-0.042735,0.096665,-0.167386,-0.027234,-0.003973,-0.006515,-0.105178,0.105442,0.031381,0.034368,0.011216,0.030918,0.027103,0.029589,0.023577,0.027889,0.006621,0.017817,0.013312,0.043024,0.010327,0.022598,0.002628,0.003041,0.000000,-0.002257,-0.003003,-0.015949,0.000159,-0.002611,0.534244,0.032320,0.015066,0.012120,-0.013084,-0.013410,-0.018154,0.009771,0.006988,-0.007704,-0.014514,-0.004858,-0.001604,-0.002356,-0.000031,0.001167,0.000760,-0.001670,-0.000453,0.000521,-0.000168,0.000436,0.000096,-0.000922,0.030267,0.027313,0.000000,0.032121,0.023658,0.335943,0.061402,0.054807,4.632535,0.591590,0.351150,0.205779,0.176630,0.204949,0.183190,0.150716,0.156816,0.161777,0.164801,0.121690,0.075362,0.017805,0.008001,0.012373,0.023849,0.022365,0.015504,0.021909,0.007149,0.017972,0.010570,0.046764,0.014208,0.009287,0.032533,0.023323,0.000000,0.032876,0.026175,0.309721,0.067791,0.055300,3.880883,0.666385,0.465289,0.211294,0.199847,0.273186,0.270434,0.183021,0.197623,0.220361,0.220850,0.178834,0.115443,0.026084,0.010669,0.017819,0.026895,0.032148,0.021024,0.026579,0.010757,0.023825,0.013845,0.044999,breathing
0.082499,0.021934,0.000000,0.172996,0.194031,0.759337,0.036366,0.136319,-26.867533,3.061079,0.263002,0.445104,-0.034074,0.151596,-0.131872,0.039437,-0.053639,-0.014427,-0.185662,0.070840,0.001465,0.027602,0.015386,0.033861,0.039665,0.025667,0.027888,0.026403,0.004409,0.011420,0.024959,0.040126,0.011100,0.025380,-0.001460,-0.000647,0.000000,-0.000448,0.000495,-0.010292,0.000411,-0.001097,-0.007698,0.006642,0.005047,0.011555,-0.002673,-0.012098,0.014135,0.008712,0.001898,0.002731,-0.001248,0.005929,-0.001800,-0.000735,0.001529,-0.001545,0.002781,-0.000217,-0.006561,0.001666,-0.000205,0.000507,0.002969,0.000062,0.048419,0.027999,0.000000,0.042968,0.025070,0.563758,0.061123,0.100204,4.587745,0.715204,0.377298,0.176216,0.218691,0.152929,0.217674,0.113052,0.166673,0.157391,0.134564,0.114813,0.132400,0.023707,0.017966,0.027929,0.025761,0.019392,0.029255,0.020926,0.003928,0.006121,0.023586,0.052792,0.007134,0.010915,0.038320,0.020195,0.000000,0.036031,0.029729,0.404949,0.069305,0.079490,3.714502,0.628483,0.414579,0.227762,0.230522,0.263408,0.255631,0.138045,0.264842,0.209394,0.185944,0.144093,0.102638,0.033455,0.024407,0.040648,0.031537,0.027961,0.038233,0.031652,0.005412,0.009438,0.025982,0.064289,breathing
0.064518,0.014592,0.000000,0.164644,0.193566,0.549748,0.012945,0.101319,-28.416047,3.208276,0.423721,0.518120,-0.034755,0.019773,-0.151501,0.013292,0.007715,-0.037287,-0.139860,0.051958,-0.056151,0.027396,0.017171,0.035488,0.028405,0.037142,0.035095,0.025499,0.006780,0.012930,0.023200,0.039013,0.014814,0.024556,-0.002496,-0.000051,0.000000,0.002966,0.005321,-0.018770,0.004877,-0.004528,-0.417220,-0.151306,0.032812,0.007045,-0.003228,0.007411,0.001399,0.008544,0.003939,-0.003677,-0.000639,-0.000707,0.006372,-0.003614,-0.001556,-0.001504,-0.001648,0.000054,-0.003229,-0.000664,-0.000100,-0.001172,-0.001899,0.009731,0.026728,0.013153,0.000000,0.026921,0.026385,0.263908,0.015537,0.043679,3.287938,0.665947,0.359318,0.204777,0.187105,0.184543,0.262694,0.168747,0.147239,0.117462,0.143588,0.125844,0.140368,0.020828,0.017835,0.025491,0.020160,0.021354,0.031999,0.012951,0.010948,0.009736,0.020448,0.046310,0.014895,0.008572,0.021578,0.010674,0.000000,0.027823,0.031427,0.277337,0.015912,0.043018,3.012490,0.750530,0.519460,0.231999,0.214493,0.241887,0.186023,0.178734,0.227313,0.152480,0.198770,0.191238,0.197097,0.030538,0.022087,0.026112,0.028891,0.027972,0.042901,0.019637,0.016542,0.015087,0.028154,0.051862,breathing
0.052315,0.017399,0.000000,0.122359,0.147734,0.415218,0.054272,0.076125,-41.263321,2.802173,0.396290,0.366668,-0.013860,0.099316,-0.090400,0.072872,-0.033055,-0.041277,-0.092335,0.008576,-0.044483,0.033039,0.009459,0.032751,0.039398,0.027311,0.029883,0.018734,0.001979,0.012135,0.010978,0.068550,0.016197,0.030700,0.004819,0.000014,0.000000,0.007743,0.008549,0.043383,0.000184,0.005750,3.515423,0.182846,-0.003153,0.007891,-0.003060,-0.009299,-0.018084,0.014456,0.009042,-0.004504,-0.000333,0.005272,-0.002271,0.002721,0.000241,0.000569,0.003617,0.001937,0.001434,0.000969,0.000020,0.000687,0.001049,-0.008053,0.034549,0.023941,0.000000,0.053465,0.059953,0.353719,0.143737,0.049565,19.869305,1.217710,0.472007,0.248185,0.198973,0.235092,0.192075,0.146580,0.113256,0.093584,0.113874,0.077842,0.097652,0.020620,0.009047,0.030395,0.027099,0.026033,0.026786,0.016085,0.002013,0.012453,0.007871,0.063627,0.020440,0.011237,0.026328,0.017234,0.000000,0.039620,0.048127,0.306314,0.213026,0.043579,11.010857,0.954992,0.490780,0.243763,0.212763,0.289626,0.255354,0.217656,0.140322,0.121902,0.100196,0.115005,0.143155,0.024027,0.011676,0.034359,0.036269,0.033251,0.030327,0.015076,0.002743,0.015925,0.009514,0.045011,breathing
0.060124,0.020043,0.000000,0.150258,0.187228,0.463446,0.016076,0.090236,-28.102618,3.294623,0.404333,0.458179,-0.101980,0.077224,-0.122926,-0.027054,-0.030423,0.018065,-0.058292,0.041271,0.007833,0.033065,0.016315,0.033206,0.029091,0.036313,0.025896,0.020095,0.006491,0.011615,0.016482,0.057910,0.018569,0.026705,-0.000243,-0.000069,0.000000,0.003496,0.003442,0.018810,0.000544,0.000917,-0.084108,-0.063758,-0.006207,0.006819,-0.012946,-0.014798,-0.012229,0.007123,0.014205,0.013715,0.010783,-0.009965,0.008731,-0.001548,-0.000262,0.000181,0.001500,0.000683,-0.002750,0.000738,0.001377,-0.001545,-0.000664,-0.000753,0.028382,0.020079,0.000000,0.020591,0.020838,0.262815,0.019571,0.040856,3.316941,0.504805,0.370380,0.241940,0.245784,0.232971,0.216821,0.185785,0.155993,0.174377,0.133984,0.141793,0.107288,0.022482,0.013481,0.021468,0.019075,0.030966,0.023653,0.012867,0.007412,0.008259,0.011654,0.043130,0.018287,0.011462,0.025284,0.017202,0.000000,0.018438,0.023909,0.209628,0.029626,0.033131,2.818709,0.557831,0.359440,0.271232,0.178496,0.204068,0.240818,0.204851,0.241192,0.262218,0.149740,0.197790,0.171668,0.028677,0.016656,0.028995,0.024092,0.038427,0.036009,0.019304,0.008907,0.011489,0.018840,0.037957,breathing
0.051766,0.011605,0.000000,0.152837,0.195442,0.390801,0.023886,0.074111,-29.255424,3.285526,0.610137,0.513293,0.054353,0.183195,-0.105366,-0.029504,-0.006520,0.015826,-0.072277,0.039291,0.007059,0.038403,0.015666,0.035236,0.040689,0.033183,0.038460,0.018260,0.004346,0.018290,0.018077,0.049292,0.013071,0.028223,-0.000417,-0.001404,0.000000,0.002125,0.001989,0.009776,-0.000424,0.000472,-0.320748,-0.027589,0.016987,-0.011074,-0.003320,0.008923,0.004097,-0.002686,-0.008149,-0.019365,-0.022823,-0.019775,0.000290,0.001332,0.002421,0.001004,0.001921,0.001560,0.000612,-0.001249,-0.000241,-0.002540,-0.000408,0.000151,0.020833,0.013427,0.000000,0.017966,0.024403,0.163353,0.046454,0.022318,3.197803,0.628185,0.246373,0.246410,0.240639,0.173442,0.179366,0.133013,0.140188,0.129167,0.152759,0.121209,0.103510,0.029708,0.021480,0.021397,0.028638,0.025361,0.033750,0.012171,0.004185,0.017417,0.013061,0.046345,0.010885,0.009717,0.014348,0.012446,0.000000,0.024168,0.023272,0.188992,0.045023,0.019199,1.488235,0.508583,0.343756,0.326744,0.225023,0.200684,0.234454,0.196640,0.178142,0.168589,0.140264,0.121515,0.139233,0.031807,0.032746,0.030792,0.029735,0.035468,0.048176,0.018661,0.005243,0.021455,0.017689,0.037112,breathing
0.049256,0.032834,0.000000,0.150251,0.191939,0.370755,0.043667,0.070069,-27.664378,3.119462,0.454459,0.576300,0.120772,0.194257,-0.107772,0.038417,-0.010764,0.015021,-0.126907,0.033010,-0.057294,0.033034,0.011685,0.048416,0.034804,0.026673,0.027649,0.018154,0.002386,0.017236,0.022105,0.059788,0.016705,0.027389,-0.000181,-0.000000,0.000000,0.001662,0.001937,0.004620,-0.000975,0.000806,0.063113,-0.019034,0.005323,0.001710,-0.004537,-0.009516,-0.001817,-0.007949,0.005414,0.000685,-0.002569,-0.012172,0.004161,-0.001225,0.001029,-0.000388,-0.001763,0.002071,-0.001186,-0.000071,-0.000138,0.002861,-0.000391,-0.001183,0.022357,0.045264,0.000000,0.018867,0.029569,0.141143,0.073374,0.025649,5.063986,0.940063,0.351341,0.208858,0.204717,0.248032,0.267313,0.123251,0.097969,0.161562,0.213722,0.154921,0.101343,0.023573,0.011758,0.041784,0.024003,0.016663,0.019211,0.011105,0.001858,0.018989,0.017230,0.053557,0.017560,0.011601,0.022870,0.023344,0.000000,0.021867,0.029467,0.142491,0.142429,0.027321,2.842171,0.864601,0.467780,0.328959,0.249952,0.227806,0.312993,0.163453,0.129651,0.205074,0.261797,0.211028,0.128689,0.035350,0.016001,0.051177,0.033486,0.017588,0.025796,0.012851,0.002170,0.024228,0.021427,0.060525,breathing
0.061153,0.029464,0.000000,0.155689,0.189012,0.481629,0.016993,0.091403,-26.575729,3.391764,0.463090,0.550752,-0.023849,0.066996,-0.156023,0.012056,0.019275,0.003795,-0.048374,-0.004747,-0.040704,0.045221,0.012815,0.031903,0.029157,0.033828,0.037153,0.019090,0.003901,0.020081,0.020137,0.050098,0.015420,0.026503,-0.001279,-0.001749,0.000000,-0.001651,-0.001002,-0.012919,0.000439,-0.000806,-0.072263,0.032151,-0.000133,-0.006566,0.025035,0.001996,0.014933,-0.003605,-0.006415,0.005810,0.018034,0.001322,0.006983,0.002509,-0.000215,0.002349,-0.002221,0.002383,-0.002956,-0.000370,-0.000018,0.002919,-0.001202,-0.001089,0.022299,0.034951,0.000000,0.028563,0.029616,0.248766,0.018365,0.036614,3.752287,0.620285,0.416642,0.245763,0.277334,0.213582,0.248017,0.138842,0.092051,0.212107,0.192696,0.159122,0.134408,0.040246,0.011142,0.020271,0.021942,0.026296,0.031063,0.015096,0.004690,0.014161,0.010574,0.040486,0.016381,0.010900,0.020546,0.026490,0.000000,0.033913,0.033950,0.311764,0.021086,0.039044,2.422090,0.591764,0.484803,0.372754,0.315003,0.208520,0.211587,0.179138,0.083998,0.295813,0.272520,0.151114,0.142306,0.058132,0.014098,0.027992,0.030965,0.027850,0.036227,0.021512,0.007094,0.020307,0.016112,0.047551,breathing
0.060388,0.015228,0.000000,0.126160,0.147472,0.467125,0.053621,0.085125,-42.253627,2.749499,0.334712,0.407652,-0.046944,0.045908,-0.096785,-0.040680,-0.018478,0.002320,-0.148716,0.022833,-0.011349,0.024957,0.011997,0.034591,0.026477,0.029270,0.020104,0.019127,0.002851,0.014857,0.017072,0.065571,0.015099,0.026860,0.006758,0.000001,0.000000,0.010391,0.009513,0.074059,0.000239,0.012000,3.403495,0.132423,-0.013133,0.032596,-0.021175,-0.016746,-0.008700,-0.003179,0.004563,-0.000494,-0.016675,0.006708,0.007366,0.001415,0.000820,0.003388,0.000720,0.000445,0.000719,0.000909,0.000101,0.000961,0.000756,-0.008324,0.032760,0.029381,0.000000,0.052100,0.056617,0.364661,0.144356,0.055503,19.478746,1.092995,0.452757,0.207319,0.138541,0.180256,0.163884,0.134291,0.134506,0.111099,0.163810,0.087221,0.181285,0.017114,0.012500,0.026353,0.019810,0.028638,0.016977,0.019083,0.003223,0.008755,0.014909,0.049776,0.013327,0.013141,0.028541,0.023536,0.000000,0.042344,0.046113,0.332649,0.215151,0.045090,10.836580,0.657634,0.572922,0.242171,0.132648,0.145077,0.200437,0.181022,0.134900,0.167239,0.184819,0.073960,0.162132,0.020830,0.013984,0.029683,0.023032,0.031510,0.023785,0.024489,0.003958,0.010749,0.015108,0.036884,breathing
0.083584,0.020394,0.000000,0.175916,0.192238,0.757715,0.021520,0.137403,-28.287137,2.934336,0.244490,0.519114,-0.135417,0.137828,-0.163053,0.032799,0.019335,-0.015264,-0.086924,0.137769,-0.032050,0.034692,0.010572,0.033469,0.026874,0.025755,0.021114,0.019792,0.003749,0.016820,0.017765,0.043660,0.011460,0.023676,0.000209,-0.000212,0.000000,0.000086,-0.000339,0.005966,0.000189,0.002681,-0.002447,-0.005661,-0.019590,0.031170,0.012010,-0.001774,0.025065,0.007717,0.001177,0.012133,0.011082,-0.005283,0.003713,0.002581,0.000777,-0.000470,-0.000248,-0.000930,-0.000043,-0.000698,-0.000070,-0.000238,0.000140,0.000488,0.045991,0.023747,0.000000,0.040356,0.022165,0.539620,0.029590,0.086148,4.307574,0.677394,0.466956,0.203336,0.300752,0.191278,0.231553,0.123546,0.114843,0.151937,0.152401,0.116859,0.117708,0.034256,0.008122,0.026647,0.030499,0.024992,0.023127,0.013857,0.003360,0.013693,0.012853,0.051913,0.009057,0.012398,0.042687,0.020395,0.000000,0.029180,0.022251,0.402596,0.033239,0.067058,3.520228,0.567145,0.452707,0.251708,0.308069,0.203773,0.253540,0.163360,0.159088,0.214462,0.208676,0.166303,0.145725,0.050461,0.011195,0.039097,0.028171,0.036472,0.031888,0.023821,0.005461,0.016892,0.021260,0.064591,breathing
0.076679,0.019619,0.000000,0.168115,0.192893,0.658111,0.038978,0.115861,-28.012617,3.086991,0.229812,0.461429,-0.042735,0.096665,-0.167386,-0.027234,-0.003973,-0.006515,-0.105178,0.105442,0.031381,0.034368,0.011216,0.030918,0.027103,0.029589,0.023577,0.027889,0.006621,0.017817,0.013312,0.043024,0.010327,0.022598,0.002628,0.003041,0.000000,-0.002257,-0.003003,-0.015949,0.000159,-0.002611,0.534244,0.032320,0.015066,0.012120,-0.013084,-0.013410,-0.018154,0.009771,0.006988,-0.007704,-0.014514,-0.004858,-0.001604,-0.002356,-0.000031,0.001167,0.000760,-0.001670,-0.000453,0.000521,-0.000168,0.000436,0.000096,-0.000922,0.030267,0.027313,0.000000,0.032121,0.023658,0.335943,0.061402,0.054807,4.632535,0.591590,0.351150,0.205779,0.176630,0.204949,0.183190,0.150716,0.156816,0.161777,0.164801,0.121690,0.075362,0.017805,0.008001,0.012373,0.023849,0.022365,0.015504,0.021909,0.007149,0.017972,0.010570,0.046764,0.014208,0.009287,0.032533,0.023323,0.000000,0.032876,0.026175,0.309721,0.067791,0.055300,3.880883,0.666385,0.465289,0.211294,0.199847,0.273186,0.270434,0.183021,0.197623,0.220361,0.220850,0.178834,0.115443,0.026084,0.010669,0.017819,0.026895,0.032148,0.021024,0.026579,0.010757,0.023825,0.013845,0.044999,breathing
0.082499,0.021934,0.000000,0.172996,0.194031,0.759337,0.036366,0.136319,-26.867533,3.061079,0.263002,0.445104,-0.034074,0.151596,-0.131872,0.039437,-0.053639,-0.014427,-0.185662,0.070840,0.001465,0.027602,0.015386,0.033861,0.039665,0.025667,0.027888,0.026403,0.004409,0.011420,0.024959,0.040126,0.011100,0.025380,-0.001460,-0.000647,0.000000,-0.000448,0.000495,-0.010292,0.000411,-0.001097,-0.007698,0.006642,0.005047,0.011555,-0.002673,-0.012098,0.014135,0.008712,0.001898,0.002731,-0.001248,0.005929,-0.001800,-0.000735,0.001529,-0.001545,0.002781,-0.000217,-0.006561,0.001666,-0.000205,0.000507,0.002969,0.000062,0.048419,0.027999,0.000000,0.042968,0.025070,0.563758,0.061123,0.100204,4.587745,0.715204,0.377298,0.176216,0.218691,0.152929,0.217674,0.113052,0.166673,0.157391,0.134564,0.114813,0.132400,0.023707,0.017966,0.027929,0.025761,0.019392,0.029255,0.020926,0.003928,0.006121,0.023586,0.052792,0.007134,0.010915,0.038320,0.020195,0.000000,0.036031,0.029729,0.404949,0.069305,0.079490,3.714502,0.628483,0.414579,0.227762,0.230522,0.263408,0.255631,0.138045,0.264842,0.209394,0.185944,0.144093,0.102638,0.033455,0.024407,0.040648,0.031537,0.027961,0.038233,0.031652,0.005412,0.009438,0.025982,0.064289,breathing
0.064518,0.014592,0.000000,0.164644,0.193566,0.549748,0.012945,0.101319,-28.416047,3.208276,0.423721,0.518120,-0.034755,0.019773,-0.151501,0.013292,0.007715,-0.037287,-0.139860,0.051958,-0.056151,0.027396,0.017171,0.035488,0.028405,0.037142,0.035095,0.025499,0.006780,0.012930,0.023200,0.039013,0.014814,0.024556,-0.002496,-0.000051,0.000000,0.002966,0.005321,-0.018770,0.004877,-0.004528,-0.417220,-0.151306,0.032812,0.007045,-0.003228,0.007411,0.001399,0.008544,0.003939,-0.003677,-0.000639,-0.000707,0.006372,-0.003614,-0.001556,-0.001504,-0.001648,0.000054,-0.003229,-0.000664,-0.000100,-0.001172,-0.001899,0.009731,0.026728,0.013153,0.000000,0.026921,0.026385,0.263908,0.015537,0.043679,3.287938,0.665947,0.359318,0.204777,0.187105,0.184543,0.262694,0.168747,0.147239,0.117462,0.143588,0.125844,0.140368,0.020828,0.017835,0.025491,0.020160,0.021354,0.031999,0.012951,0.010948,0.009736,0.020448,0.046310,0.014895,0.008572,0.021578,0.010674,0.000000,0.027823,0.031427,0.277337,0.015912,0.043018,3.012490,0.750530,0.519460,0.231999,0.214493,0.241887,0.186023,0.178734,0.227313,0.152480,0.198770,0.191238,0.197097,0.030538,0.022087,0.026112,0.028891,0.027972,0.042901,0.019637,0.016542,0.015087,0.028154,0.051862,breathing
0.081852,0.024537,0.000000,0.156778,0.158086,0.781455,0.055899,0.122875,-39.110487,2.308801,0.074694,0.337018,-0.010070,0.081524,-0.047356,0.120267,0.093672,0.068730,-0.076093,0.047903,-0.043631,0.019210,0.010916,0.031815,0.036291,0.052088,0.030953,0.014778,0.002081,0.013667,0.010033,0.055545,0.008969,0.036084,0.003755,0.000000,0.000000,0.008062,0.010343,0.015934,0.000438,0.003500,3.170704,0.147674,0.039085,0.036333,0.016090,-0.004849,-0.001828,-0.000715,-0.008492,0.011990,-0.008609,0.022560,-0.010875,0.000431,0.000753,0.002917,0.001834,0.003721,0.000943,0.000282,0.000050,0.000564,0.000357,-0.005520,0.047780,0.032918,0.000000,0.078404,0.062715,0.610257,0.152237,0.096049,20.804361,1.007935,0.462684,0.309089,0.238237,0.167140,0.186800,0.282902,0.172880,0.174941,0.115156,0.111141,0.112634,0.021091,0.011646,0.019945,0.029050,0.057975,0.043787,0.015649,0.002357,0.013660,0.010353,0.058125,0.009257,0.015286,0.037495,0.028513,0.000000,0.060026,0.054812,0.484314,0.227638,0.082245,9.933747,0.782575,0.605528,0.254036,0.309341,0.215558,0.239872,0.316637,0.228382,0.206441,0.154025,0.154920,0.142436,0.031795,0.014785,0.026352,0.042446,0.080276,0.053956,0.017171,0.002897,0.018665,0.012459,0.037715,non_breathing
0.092378,0.036386,0.000000,0.188342,0.185846,0.724470,0.040130,0.151625,-29.777403,2.524364,0.207453,0.596433,0.056606,0.118120,-0.021833,0.104446,0.053993,0.052686,-0.038455,0.082931,0.005342,0.017756,0.010384,0.074190,0.079805,0.032345,0.022799,0.015827,0.002655,0.019024,0.004364,0.024326,0.004853,0.052577,0.004218,0.000046,0.000000,0.005520,0.002632,0.023281,0.000435,0.008125,0.744617,0.000083,0.004277,-0.011040,0.003976,-0.004243,-0.001440,0.001073,-0.000618,-0.001779,0.001784,-0.003745,-0.000746,0.000012,0.000007,0.000026,0.000032,0.000031,0.000014,0.000008,0.000007,0.000109,0.000046,-0.001959,0.050503,0.021894,0.000000,0.063378,0.039235,0.392854,0.068392,0.102169,7.785389,0.842347,0.526127,0.377516,0.249163,0.214257,0.246294,0.173095,0.162355,0.144849,0.126870,0.150027,0.133749,0.019375,0.014808,0.066809,0.075134,0.041609,0.035977,0.020664,0.002894,0.023826,0.003184,0.030191,0.004978,0.021066,0.063513,0.018788,0.000000,0.076393,0.039599,0.467596,0.118192,0.139721,5.986180,0.865006,0.509718,0.432796,0.325749,0.233683,0.286339,0.222905,0.208357,0.160888,0.172242,0.175496,0.171424,0.024845,0.019814,0.072208,0.077366,0.050908,0.045541,0.023550,0.003560,0.019302,0.004401,0.031096,non_breathing
0.090338,0.027259,0.000000,0.181142,0.189934,0.845043,0.022774,0.146925,-27.601204,2.907493,0.199337,0.355651,0.004091,0.026289,0.038756,0.094894,-0.021608,0.140846,-0.097781,0.033549,-0.009495,0.013175,0.010989,0.042093,0.062133,0.066006,0.030275,0.021748,0.002573,0.016546,0.010076,0.021143,0.009800,0.041281,0.000751,0.000338,0.000000,0.001874,0.001901,0.011846,0.000085,0.001875,0.771560,0.030625,-0.007187,0.005227,0.002349,0.003905,0.002116,-0.001027,-0.000855,0.001187,-0.001607,-0.000685,0.001401,0.000122,0.000038,0.000055,0.000356,0.000721,0.001295,0.000285,0.000045,0.000178,0.000079,-0.001921,0.049256,0.021063,0.000000,0.045143,0.035135,0.449353,0.039306,0.083624,6.460426,0.675071,0.686355,0.416315,0.333279,0.202195,0.266073,0.274625,0.207565,0.156185,0.157507,0.157937,0.141639,0.011700,0.010832,0.033791,0.059738,0.068595,0.031160,0.020427,0.002351,0.014842,0.008862,0.023165,0.011772,0.019131,0.064101,0.024489,0.000000,0.057586,0.040358,0.592834,0.056888,0.114959,5.059642,0.829362,0.826400,0.434613,0.433007,0.279809,0.312489,0.329225,0.263416,0.204816,0.220013,0.225117,0.188301,0.012564,0.014631,0.042090,0.076863,0.082847,0.039591,0.026090,0.002959,0.022417,0.012323,0.022862,non_breathing
